word,rating
dodging,2.260869565
doe,2.458333333
does,2.259259259
doesn't,2.909090909
dog,1.148148148
dog's,1.833333333
doggy,1.555555556
dogma,2
dogmatic,2.409090909
dogs,1.304347826
doing,2.318181818
doings,2.095238095
dole,1.791666667
doll,1.37037037
dollar,1.730769231
dollars,1.416666667
dolls,1.230769231
dolly,1.590909091
dolphin,3.130434783
dolphins,2.666666667
domain,2.5
domains,1.833333333
dome,1.454545455
domes,2.3125
domestic,2.130434783
domestically,2.5
dominance,2.24
dominant,2.083333333
dominate,2.041666667
dominated,2.115384615
dominates,2.086956522
dominating,2.52173913
domination,2.538461538
dominion,3
domino,1.652173913
don't,1.444444444
donate,2.086956522
donated,1.416666667
donating,2.789473684
donation,2.260869565
donations,2.625
done,2.095238095
donkey,1.695652174
donor,1.833333333
donors,1.681818182
doo,1.25
doom,1.409090909
doomed,1.692307692
door,1.739130435
doorbell,1.857142857
doormat,2.090909091
doors,1.952380952
doorstep,1.958333333
doorway,1.791666667
dope,1.416666667
dorm,1.722222222
dormant,1.833333333
dosage,2.956521739
dosages,3.052631579
dose,2.185185185
doses,2.041666667
dossier,3.304347826
dot,1.48
dots,2
dotted,1.681818182
double,2.681818182
doubled,2.625
doubles,2.464285714
doubling,2.76
doubly,3.038461538
doubt,4.260869565
doubted,3.5
doubtful,3.576923077
doubting,3.913043478
doubtless,3.869565217
doubts,3.925925926
dough,4.166666667
doughnut,4.653846154
dove,1.666666667
doves,2.2
down,1.777777778
downed,2.608695652
downfall,2.315789474
downgrade,2.25
downhill,2.05
downing,2.333333333
downright,2.125
downs,1.705882353
downstairs,2.36
downstream,2.28
downtown,1.75
downward,1.6
dozen,1.863636364
dozens,1.72
draft,1.681818182
drafted,1.5
drafting,1.65
drafts,1.75
drag,1.652173913
dragged,1.961538462
dragging,1.923076923
dragon,1.434782609
dragonfly,2
dragons,1.75
drain,2.166666667
drainage,2.826086957
drained,1.857142857
draining,2.272727273
drains,1.958333333
drake,2
dram,2.375
drama,1.458333333
dramas,2.086956522
dramatic,1.916666667
dramatically,2.115384615
drank,1.461538462
draped,2.041666667
draper,1.92
drastic,2.454545455
drastically,2.363636364
draw,2.307692308
drawback,1.36
drawer,2.958333333
drawers,3.2
drawing,2.217391304
drawings,2.375
drawn,2.375
draws,1.851851852
dread,2.235294118
dreaded,2.714285714
dreadful,2.7
dreadnought,3.375
dream,2.058823529
dreamed,1.913043478
dreamer,2.185185185
dreaming,1.892857143
dreams,2.176470588
dreamt,3.043478261
dreamy,2
dreary,3.315789474
drenched,3
dress,1.346153846
dressed,1.807692308
dresser,2.260869565
dresses,1.416666667
dressing,1.791666667
drew,1.863636364
dribble,2.318181818
dried,2.041666667
dries,2.347826087
drift,1.545454545
drifted,1.708333333
drifting,2.05
drill,1.230769231
drilled,1.652173913
drilling,2.68
drills,1.608695652
drink,1.875
drinker,2.052631579
drinkers,2.3
drinking,1.941176471
drinks,1.869565217
drip,1.291666667
dripped,2.565217391
dripping,1.68
drips,2.173913043
drive,1.909090909
drivel,2.88
driven,1.666666667
driver,1.6
driver's,2.045454545
drivers,1.875
drives,2.043478261
driveway,1.538461538
driving,1.625
drone,2.173913043
drones,1.8
drool,1.583333333
drop,1.5
droplets,2.142857143
dropout,2
dropped,2
dropping,1.727272727
drops,1.307692308
drought,4
drove,1.391304348
drown,1.833333333
drowned,2.913043478
drowning,1.695652174
drudge,2.555555556
drug,1.764705882
drugged,2.315789474
drugs,1.857142857
druid,3.136363636
drum,1.625
drummer,1.541666667
drummers,2.363636364
drumming,2.380952381
drums,1.64
drunk,1.5
drunken,1.818181818
drunks,1.391304348
dry,1.764705882
dryer,1.772727273
drying,1.807692308
dual,2.636363636
dub,1.291666667
dubbed,1.68
dubious,3.8
duchess,2.590909091
duck,1.47826087
ducked,1.833333333
ducking,2.130434783
ducks,1.2
duct,1.75
dud,1.571428571
dude,2.217391304
due,2.318181818
duel,2.461538462
duet,2.846153846
dug,1.608695652
duke,2.294117647
duke's,2.0625
dukes,2.368421053
dull,1.541666667
duly,1.727272727
dumb,2.045454545
dummies,2.454545455
dummy,1.807692308
dump,1.25
dumped,1.782608696
dumping,1.5
dumps,1.954545455
dun,1.625
dune,2.5
dunes,2.863636364
dung,2.363636364
dungeon,3.214285714
dunk,1.25
duo,2.47826087
dupe,2.818181818
duped,2.260869565
duplex,2.352941176
duplicate,2.423076923
duplicated,1.791666667
duplication,2.65
duplicity,3.434782609
durable,2
duration,2.045454545
during,2.285714286
dusk,1.565217391
dust,1.608695652
dusty,1.625
duties,2.076923077
duty,2.045454545
dwarf,2.272727273
dwarfs,2.772727273
dwell,2.083333333
dwellers,2.423076923
dwelling,2.086956522
dwindling,3.333333333
dye,3
dyed,3.043478261
dying,2.181818182
dynamic,2.625
dynamical,3.227272727
dynamically,2.64
dynamics,2.958333333
dynamite,2.9
dynamo,2.695652174
dynasty,3.15
dyslexia,3.782608696
each,2.434782609
eager,2.909090909
eagerly,2.583333333
eagerness,1.9375
eagle,2.518518519
eagles,2.962962963
ear,2
earl,2.458333333
earlier,2.259259259
earliest,2.740740741
early,2.19047619
earn,2.166666667
earned,2.481481481
earnest,2.85
earning,2.375
earnings,2.357142857
earns,1.88
earring,3.208333333
earrings,2.545454545
ears,2.392857143
earth,3.333333333
earth's,2.48
earthly,2.826086957
earthquake,2.56
earthquakes,2.375
ease,2.535714286
eased,2.25
easier,2.380952381
easiest,3.136363636
easily,2.588235294
easing,2.357142857
east,2.037037037
eastern,2.375
easy,1.962962963
eat,2.176470588
eaten,1.875
eaters,2.230769231
eating,2.047619048
eats,1.5
ebb,2.260869565
ebony,2.652173913
eccentric,3.80952381
echo,3.727272727
echoed,3.454545455
echoes,3.826086957
echoing,3.105263158
eclectic,3.434782609
eclipse,2.6
ecological,3.15
ecology,2.375
economic,2.28
economical,2.357142857
economically,2.625
economics,2.434782609
economies,2.454545455
economist,2.142857143
economists,2.52
economy,1.92
ecosystem,2.208333333
ecstasy,3.708333333
ecstatic,2.772727273
eczema,3.636363636
eddy,1.818181818
edge,2.454545455
edged,2.545454545
edges,2.777777778
edible,2.217391304
edification,3.454545455
edit,1.705882353
edited,1.958333333
editing,1.818181818
edition,2.375
editions,2.833333333
editor,1.857142857
editor's,2.153846154
editorial,2.47826087
editorials,2.217391304
editors,2.176470588
educate,2.6
educated,2.807692308
educating,2.291666667
education,2.619047619
educational,2.695652174
educations,2.133333333
educator,1.954545455
educators,2.583333333
eel,2.041666667
eerie,3
effect,1.681818182
effected,2
effecting,2.875
effective,1.964285714
effectively,2.434782609
effectiveness,2.307692308
effects,2.384615385
efficacy,3.653846154
efficiency,3.583333333
efficient,3.904761905
efficiently,3.222222222
effigy,3.695652174
effort,1.56
effortless,2.043478261
effortlessly,2.391304348
efforts,1.925925926
egg,1.80952381
egghead,2.19047619
eggplant,2.045454545
eggs,1.653846154
ego,2.037037037
egregious,3.875
eh,1.62962963
eight,3.75
eighteen,3.318181818
eighth,3.75
eighties,3.608695652
eighty,2.826086957
either,3.047619048
ejaculate,3
ejaculation,2.952380952
eject,1.692307692
ejected,2.346153846
ejection,2.736842105
elaborate,2.47826087
elaboration,3
elapsed,3
elastic,1.913043478
elbow,1.75
elbows,1.652173913
elder,1.904761905
elderly,1.875
elders,1.363636364
eldest,2.260869565
elect,1.727272727
elected,1.625
electing,2.217391304
election,2.461538462
elections,2.681818182
elective,2.086956522
electoral,2.333333333
electorate,3.391304348
electric,1.761904762
electrical,2.705882353
electrically,2.333333333
electricity,3.208333333
electrochemistry,3.272727273
electrode,2.391304348
electromagnetic,2.625
electron,1.807692308
electronic,2.181818182
electronically,2.375
electronics,2.47826087
electrons,2
electrostatic,3.045454545
elegance,3.173913043
elegant,1.916666667
element,1.851851852
elemental,1.925925926
elementary,1.958333333
elements,2.095238095
elephant,3.304347826
elephants,3.32
elevate,2.272727273
elevated,2.227272727
elevation,2.608695652
elevator,1.884615385
eleven,1.875
eleventh,3.047619048
elf,1.958333333
elicit,3.277777778
eligibility,3.304347826
eligible,2.851851852
eliminate,2.555555556
eliminated,2.518518519
eliminates,1.833333333
eliminating,2.44
elimination,2.444444444
elite,2.6
elitism,3
elitist,3.35
elk,1.47826087
elliptical,3.095238095
elm,2.043478261
eloquent,3.826086957
else,2.576923077
else's,2.260869565
elsewhere,2.913043478
elusive,2.703703704
emanating,2.833333333
emancipation,3.388888889
embargo,2.076923077
embark,1.956521739
embarked,2.727272727
embarrass,3
embarrassed,2.2
embarrassing,2.708333333
embarrassment,2.541666667
embassies,3.115384615
embassy,2.956521739
embed,2.55
embedded,2.333333333
ember,1.818181818
emblem,2.608695652
embodied,2.35
embodiment,2.291666667
embody,2.52173913
embossed,2.333333333
embrace,2
embraced,2.28
embraces,2.391304348
embracing,2.178571429
embroidery,3.583333333
embryo,3.5
emerald,2.296296296
emerge,1.916666667
emerged,2.272727273
emergence,2.454545455
emergencies,2.842105263
emergency,2.954545455
emergent,1.875
emerges,2.363636364
emerging,2.227272727
emeritus,4.782608696
emery,2.291666667
emigrated,2.782608696
eminent,2.333333333
eminently,3.333333333
emissary,3
emission,2.818181818
emit,1.65
emitted,2
emitting,2
emotion,2.875
emotional,2.916666667
emotionally,2.76
emotions,2.583333333
empathy,2.85
emperor,2.47826087
emperor's,2.75
emperors,2.357142857
emphasis,3.740740741
emphasize,3.192307692
emphasized,3.636363636
emphasizes,3.730769231
emphasizing,3.48
emphatically,3.428571429
empire,2.545454545
empires,2.333333333
empirical,2.916666667
empirically,3.115384615
employ,1.791666667
employed,2.592592593
employee,2.916666667
employee's,3.090909091
employees,2.444444444
employer,2.333333333
employers,1.954545455
employing,2.1
employment,2.454545455
employs,2.208333333
emporium,3.217391304
empower,1.791666667
empowered,2
empowering,2.565217391
empress,2.318181818
emptied,2.846153846
emptiness,2.5
empty,2
emptying,2.789473684
emu,2.095238095
emulate,2.625
emulated,2.44
emulation,3.458333333
enable,2.346153846
enabled,2.590909091
enables,2.407407407
enabling,2.25
enact,2.181818182
enacted,2.518518519
enactment,2.428571429
encapsulate,3.666666667
encased,2.0625
enchant,1.818181818
enchanted,2
enchanter,3.173913043
enchantment,2.708333333
enchantress,2.541666667
enclave,2.392857143
enclose,1.608695652
enclosed,2.4
enclosing,2.304347826
enclosure,2.52
encode,1.666666667
encompass,2.636363636
encompasses,2.409090909
encore,3.55
encounter,1.913043478
encountered,2.227272727
encounters,2.681818182
encourage,3.136363636
encouraged,2.5
encouragement,3.181818182
encourages,2.875
encouraging,2.652173913
encyclopedia,3.481481481
end,1.259259259
endanger,2.894736842
endangered,2.958333333
endangering,2.956521739
endeavor,3.458333333
endeavors,3.5
ended,1.571428571
endemic,2.565217391
endgame,1.904761905
ending,1.653846154
endings,1.192307692
endless,1.64
endlessly,1.892857143
endorse,2.038461538
endorsed,2.277777778
endorsement,2.761904762
endorsing,2.666666667
endowed,2.9
endowment,3.347826087
ends,1.423076923
endurance,2.8
endure,2.8
endured,2.695652174
enduring,2.181818182
enema,2.739130435
enemies,2.423076923
enemy,1.761904762
enemy's,3.217391304
energetic,2.375
energies,2.555555556
energy,2.333333333
enforce,1.681818182
enforceable,2.75
enforced,2.04
enforcement,2.608695652
enforces,2.12
enforcing,1.8
engage,2.571428571
engaged,2.782608696
engagement,3.24
engagements,2.52173913
engages,2.523809524
engaging,2.363636364
engine,2.272727273
engineer,3.555555556
engineering,2.964285714
engineers,2.590909091
engines,2.818181818
engraved,2.307692308
engraving,1.956521739
engulfed,1.875
enhance,1.692307692
enhanced,2.181818182
enhancement,2.695652174
enhances,2.217391304
enhancing,1.782608696
enigma,3.409090909
enjoy,1.954545455
enjoyable,2
enjoyed,2.722222222
enjoying,2.130434783
enjoyment,1.678571429
enjoys,1.913043478
enlarge,2.153846154
enlarged,2.684210526
enlargement,2.818181818
enlighten,3.444444444
enlightened,2.875
enlightening,3.045454545
enlightenment,3.88
enlist,2.19047619
enlisted,2.125
enormous,3.411764706
enormously,2.44
enough,3.681818182
enraged,3.041666667
enrich,2.130434783
enriched,2.222222222
enrichment,2.789473684
enroll,1.518518519
enrolled,2.043478261
enrollment,1.833333333
ensemble,3.538461538
ensign,3.72
enslave,2.19047619
enslaved,2.5
enslavement,2
ensue,3.260869565
ensued,2.9375
ensues,3.5
ensuing,2.956521739
ensure,2.391304348
ensures,2.666666667
ensuring,2.892857143
entail,2.166666667
entails,1.913043478
enter,1.571428571
entered,2.148148148
entering,2.470588235
enterprise,2.222222222
enterprises,2.730769231
enterprising,2.6875
enters,1.807692308
entertain,2.75
entertained,2.208333333
entertainer,2.166666667
entertainers,2.565217391
entertaining,2.12
entertainment,2.703703704
enthusiasm,3.227272727
enthusiast,3
enthusiastic,3.571428571
enthusiastically,3.411764706
enthusiasts,2.541666667
entice,2.772727273
entire,2
entirely,2.884615385
entirety,3.333333333
entities,2.769230769
entitle,2.285714286
entitled,2.173913043
entitlement,2.739130435
entitles,1.75
entity,2
entrance,2.24
entrenched,2.818181818
entrepreneur,4.75
entrepreneurs,4.222222222
entries,2.954545455
entropy,2.444444444
entrusted,2.35
entry,1.708333333
enumerated,3.380952381
enumeration,3.72
envelope,2.791666667
envelopes,2.272727273
envious,3.260869565
environ,2.863636364
environment,2.681818182
environmental,2.652173913
environmentalist,3.208333333
environments,2.538461538
envision,3.05
envisioned,3.166666667
envoy,2.086956522
envy,1.818181818
enzyme,3.814814815
enzymes,2.583333333
epic,1.458333333
epidemic,2.65
epidemics,3.05
epidemiological,3.652173913
epilepsy,3.130434783
epilogue,3.956521739
episode,2.192307692
episodes,2.647058824
epistemology,3.782608696
epoch,3.826086957
epsilon,2.619047619
equal,2.5
equality,2.136363636
equally,3.037037037
equals,2.37037037
equate,2.916666667
equated,3.086956522
equating,2.782608696
equation,3.318181818
equations,3.071428571
equator,2.454545455
equatorial,3.761904762
equilibrium,3.12
equine,3.333333333
equinox,3.3
equip,2.909090909
equipment,3.136363636
equipped,2.777777778
equitable,2.947368421
equity,2.538461538
equivalence,2.851851852
equivalent,3.035714286
equivalents,2.5
era,2.208333333
eradicate,3.227272727
eradication,3.75
erase,2.130434783
erased,2.65
eraser,2.538461538
erasing,2.956521739
erasure,3.130434783
ere,3.375
erect,1.916666667
erected,2.714285714
erection,2.75
ergonomic,3.347826087
eroded,2.363636364
erosion,2.681818182
erotic,2.192307692
erotica,2.925925926
err,2.916666667
errant,3.086956522
erratic,2.538461538
erroneous,4.684210526
erroneously,4
error,2.576923077
errors,2.363636364
erupt,2.7
erupted,2.590909091
eruption,2.785714286
escalate,1.851851852
escalation,3
escape,2.230769231
escaped,2.52
escapes,3.037037037
escaping,2.357142857
escort,1.92
escorted,2.304347826
escorts,2.789473684
esoteric,3.44
especial,3.043478261
especially,3.814814815
espionage,4.260869565
espouse,4.681818182
espoused,3.714285714
espresso,1.84
espy,2.652173913
esquire,4
essay,1.826086957
essays,2.458333333
essence,3.192307692
essential,2.833333333
essentially,3.181818182
essentials,3.75
establish,2.115384615
established,2.592592593
establishes,1.916666667
establishing,2.375
establishment,2.304347826
establishments,2.318181818
estate,2.185185185
estates,2.25
esteem,2.6
esteemed,2.608695652
estimate,2.222222222
estimated,2.037037037
estimates,2.25
estimating,2.173913043
estimation,2.2
eta,2.518518519
etch,3.4
etched,3.130434783
eternal,2.48
eternity,2.44
ethanol,3.105263158
ether,2.64
ethereal,4.235294118
ethic,2
ethical,2.555555556
ethically,2.826086957
ethics,1.9
ethnic,2.458333333
ethos,2.625
ethyl,3.961538462
etiquette,4.263157895
etymology,4.5
euclidean,4.0625
eugenics,4.473684211
euphemism,4.363636364
euphoria,4.217391304
eureka,4.416666667
euthanasia,4.826086957
evacuate,3.307692308
evacuated,2.869565217
evacuation,2.173913043
evade,1.826086957
evading,2.130434783
evaluate,2.5
evaluated,2.782608696
evaluating,2.739130435
evaluation,2.923076923
evaluations,2.791666667
evangelical,3.789473684
evangelist,3.307692308
evaporate,2.461538462
evaporated,2.375
evaporation,2.25
evasion,2.842105263
evasive,2.260869565
eve,1.956521739
even,1.666666667
evening,2.115384615
evenings,2.25
evenly,1.75
event,1.666666667
events,1.75
eventual,2.75
eventually,2.954545455
ever,1.916666667
evergreen,1.636363636
everlasting,1.652173913
every,2.086956522
everybody,2.25
everybody's,2.166666667
everyday,2.318181818
everyone,2.115384615
everyone's,2.48
everything,1.818181818
everything's,2.304347826
everywhere,3.142857143
evidence,2.222222222
evidenced,2.5
evidences,2.545454545
evident,2
evidently,2.32
evil,1.653846154
evils,1.833333333
evoke,2.071428571
evolution,2.740740741
evolutionary,3.222222222
evolve,2
evolved,2.083333333
evolves,2.304347826
evolving,1.458333333
ewe,3.523809524
exacerbated,3.625
exact,1.740740741
exacting,1.8125
exactly,2.538461538
exaggerate,3.181818182
exaggerated,3.2
exaggerating,2.714285714
exaggeration,4.043478261
exalted,2.208333333
exam,1.875
examination,2.24
examinations,2.714285714
examine,2.8
examined,2.291666667
examiner,2.173913043
examines,2.869565217
examining,2.230769231
example,2.411764706
examples,1.863636364
excavation,2.925925926
exceed,2.304347826
exceeded,2.52173913
exceeding,2.173913043
exceedingly,3.04
exceeds,2.782608696
excel,2.636363636
excellence,3.037037037
excellent,2.653846154
except,2.428571429
excepting,3.227272727
exception,2.692307692
exceptional,2.88
exceptionally,2.208333333
exceptions,2.909090909
excerpt,3.407407407
excerpts,3.428571429
excess,2.538461538
excesses,2.260869565
excessive,3
excessively,3.037037037
exchange,3.294117647
exchanged,2.928571429
exchanges,2.454545455
exchanging,2.541666667
excise,2.869565217
excised,3
excite,2.842105263
excited,3.047619048
excitedly,2.65
excitement,2.363636364
exciting,2.80952381
exclaimed,2.826086957
exclamation,3.045454545
exclude,2.4
excluded,2.125
excludes,2.285714286
excluding,2.296296296
exclusion,2.25
exclusive,2.619047619
exclusively,2.857142857
excrement,2.782608696
excruciating,3.739130435
excursion,3
excursions,3.136363636
excuse,2.590909091
excused,2.619047619
excuses,2.458333333
execute,2.590909091
executed,2.95
executing,2.37037037
execution,2.958333333
executioner,3.695652174
executions,2.75
executive,2.821428571
executives,2.36
executor,2.8
exemplary,2.318181818
exemplified,2.565217391
exempt,2.454545455
exemption,2.565217391
exemptions,3.04
exercise,3
exercised,2.892857143
exercises,3.347826087
exercising,2.916666667
exert,1.692307692
exerted,2.684210526
exertion,3.421052632
exhale,2.217391304
exhaust,2.772727273
exhausted,2.833333333
exhausting,3.777777778
exhaustion,3.727272727
exhaustive,3.52173913
exhibit,2.642857143
exhibited,2.7
exhibiting,2.875
exhibition,3.304347826
exhibitions,3.260869565
exhibitors,3.263157895
exhibits,2.75
exile,2.217391304
exiled,3.045454545
exiles,2.416666667
exist,1.407407407
existed,2.142857143
existence,2.590909091
existent,3.130434783
existential,3.541666667
existing,2.518518519
exists,2.083333333
exit,1.583333333
exits,2.111111111
exodus,2.739130435
exorbitant,3.3125
exorcist,3.782608696
exotic,2.291666667
expand,1.851851852
expandable,2.666666667
expanded,2.352941176
expanding,2.037037037
expands,1.565217391
expanse,2.565217391
expansion,2.541666667
expansions,3
expansive,2.181818182
expatriate,2.869565217
expect,1.925925926
expectancy,2.571428571
expectation,2.739130435
expectations,2.888888889
expected,1.722222222
expecting,2.461538462
expects,1.846153846
expedient,3.352941176
expedite,3.047619048
expedition,3.12
expeditions,2.904761905
expel,2.210526316
expelled,2.24
expend,1.739130435
expendable,2.913043478
expended,2.272727273
expenditure,2.875
expenditures,3.045454545
expense,2
expenses,1.833333333
expensive,2.142857143
experience,2.913043478
experienced,2.153846154
experiences,2.833333333
experiencing,2.5
experiential,3.947368421
experiment,2.461538462
experimental,3.176470588
experimentally,2.666666667
experimentation,2.391304348
experimented,2.25
experimenting,2.260869565
experiments,2.681818182
expert,2.24
expertise,3.227272727
experts,1.956521739
expiration,2.458333333
expire,1.739130435
expired,2.416666667
expires,2.652173913
explain,2.045454545
explained,2.833333333
explaining,2.75
explains,2.259259259
explanation,2.888888889
explanations,2.461538462
explanatory,2.217391304
explicit,3.227272727
explicitly,3.208333333
explode,1.814814815
exploded,1.791666667
explodes,1.954545455
exploding,2.464285714
exploit,2.388888889
exploitation,3.5
exploited,2.875
exploiting,2.807692308
exploits,2.913043478
exploration,2.708333333
explorations,2.47826087
exploratory,2.125
explore,2.454545455
explored,1.8
explorer,1.791666667
explorers,2.380952381
explores,2.076923077
exploring,2.04
explosion,2.481481481
explosive,2.346153846
explosives,1.875
expo,1.416666667
exponent,1.722222222
exponential,2.769230769
export,1.636363636
exported,1.692307692
exporters,2.695652174
exporting,1.565217391
exports,1.826086957
expose,2.045454545
exposed,2.296296296
exposes,1.892857143
exposing,1.791666667
exposition,2.5
exposure,2.703703704
exposures,2.541666667
express,2.041666667
expressed,2.277777778
expresses,1.96
expressing,1.916666667
expression,2.80952381
expressions,3.125
expressive,2.47826087
expressly,2.05
expressway,2.173913043
expulsion,2.416666667
exquisite,4.125
extant,2.5
extend,1.37037037
extended,1.916666667
extending,1.958333333
extends,1.75
extension,2.681818182
extensions,2.636363636
extensive,2.481481481
extensively,2.25
extent,1.590909091
exterior,2.576923077
exterminate,2.653846154
extermination,2.5
extern,1.75
external,1.565217391
extinct,2.291666667
extinction,2.9
extinguished,3.318181818
extortion,2.736842105
extra,1.5
extract,1.875
extracted,1.68
extracting,1.8
extraction,2.962962963
extractor,2.230769231
extracts,2
extradition,3.142857143
extraneous,3.818181818
extraordinarily,3.238095238
extraordinary,3.166666667
extrapolate,2.857142857
extrapolation,3.25
extras,1.653846154
extraterrestrial,4.083333333
extravagant,3.166666667
extreme,2.666666667
extremely,2.481481481
extremes,3.181818182
extremism,2.869565217
extremist,2.269230769
extremists,2.5
eye,2.863636364
eyeball,2.705882353
eyeballs,2.714285714
eyebrow,2.333333333
eyebrows,2.083333333
eyed,2.458333333
eyelids,2.208333333
eyepiece,2.826086957
eyes,2.636363636
eyesight,2.826086957
eyewitness,3.52173913
fab,1.44
fabric,1.636363636
fabricate,3.260869565
fabricated,1.958333333
fabrication,2.730769231
fabrics,1.346153846
fabulous,2.652173913
facade,3.842105263
face,2.090909091
faced,2.12
faceless,2.782608696
faces,1.888888889
facet,3.692307692
facetious,4.590909091
facets,2.666666667
facial,3.071428571
facile,3.826086957
facilitate,2.769230769
facilitated,3.260869565
facilitates,3
facilitating,2.958333333
facilities,2.769230769
facility,3.222222222
facing,2.208333333
facsimile,4.291666667
fact,1.681818182
faction,2.846153846
factions,2.631578947
factor,1.346153846
factories,2.2
factors,1.884615385
factory,1.75
facts,1.347826087
factual,1.923076923
faculties,2.260869565
faculty,1.826086957
fad,1.875
fade,2
faded,1.5
fading,2
fail,2.090909091
failed,2.260869565
failing,2.185185185
fails,1.772727273
failure,2.647058824
failures,2.291666667
faint,2.32
faintly,2.47826087
fair,1.652173913
fairer,2.7
fairies,2.875
fairly,2.636363636
fairness,1.916666667
fairs,2.045454545
fairway,2.25
fairy,2.227272727
faith,2.047619048
faithful,2.230769231
faithfully,3.318181818
faiths,2.16
fake,1.703703704
faked,1.75
falcon,2.307692308
fall,1.35
fallacious,4.083333333
fallacy,2.92
fallen,2.130434783
falling,1.818181818
fallout,1.608695652
falls,1.708333333
falsehood,2.136363636
falsehoods,2.214285714
fame,1.583333333
famed,1.818181818
familiar,3.176470588
familiarity,2.666666667
familiarize,3.538461538
families,2.80952381
family,1.833333333
family's,1.913043478
famine,2.727272727
famous,3.227272727
fan,1.388888889
fanatic,2.055555556
fanatical,1.833333333
fanaticism,3.47826087
fanatics,1.75
fancier,2.695652174
fancy,2.346153846
fanfare,1.785714286
fang,1.545454545
fangs,2.043478261
fanny,1.678571429
fans,1.571428571
fantasia,4.136363636
fantasies,2.782608696
fantastic,2.291666667
fantasy,1.916666667
far,1.130434783
farce,2.4
fare,1.785714286
fares,2.173913043
farewell,2
farm,1.291666667
farmer,1.76
farmer's,1.666666667
farmers,1.454545455
farming,1.88
farms,1.304347826
farmstead,2.65
fart,1.416666667
farther,2.208333333
farthest,1.9
fascinated,3.592592593
fascinating,3.111111111
fascination,3
fascism,4.12
fascist,4.217391304
fascists,3.92
fashion,3.04
fashionable,2.769230769
fashioned,2.958333333
fashions,2.92
fast,1.625
fasten,2.615384615
fastened,3.136363636
faster,1.541666667
fastest,1.730769231
fat,1.764705882
fatal,2.083333333
fatalities,2.347826087
fatality,2.4
fate,1.588235294
fates,2.818181818
father,1.884615385
father's,2.5
fathers,2.296296296
fathom,2.5
fatigue,3.925925926
fats,1.782608696
fatter,1.8
fatty,1.52
faucet,3.208333333
fault,2.333333333
faults,2.291666667
faulty,2.695652174
fauna,3.375
favor,1.785714286
favorable,2.555555556
favorably,2.565217391
favored,2.444444444
favoring,2.038461538
favorite,2.727272727
favorites,2.739130435
favors,1.818181818
fawn,2.5
fear,1.857142857
feared,2.473684211
fearful,2
fearing,2.523809524
fearless,2.2
fears,1.875
fearsome,1.916666667
feasibility,3.304347826
feasible,3.272727273
feast,2.230769231
feat,2
feather,2.653846154
feathered,3.083333333
feathers,2.88
feats,1.933333333
feature,2.703703704
featured,2.08
features,2.791666667
featuring,3.045454545
fed,1.347826087
federal,1.555555556
federation,2.363636364
feds,1.52173913
fee,1.470588235
feeble,2.083333333
feed,1.714285714
feedback,1.833333333
feeder,1.625
feeding,1.882352941
feeds,1.481481481
feel,1.148148148
feeling,2.045454545
feelings,2.086956522
feels,1.217391304
fees,1.259259259
feet,1.545454545
feint,4.142857143
feline,2.44
fell,1.416666667
fella,1.541666667
fellas,1.52173913
fellow,1.952380952
fellows,1.708333333
fellowship,1.782608696
fellowships,2.260869565
felon,1.875
felons,2.217391304
felony,2.541666667
felt,1.608695652
female,2.304347826
female's,1.9375
females,1.925925926
feminine,2.954545455
feminism,2.208333333
feminist,2.217391304
femme,3.363636364
femmes,3.380952381
fence,1.92
fenced,2.333333333
fencer,2.130434783
fences,1.92
fencing,2.259259259
fend,1.333333333
fender,1.384615385
fenders,1.8125
feral,2.2
ferment,2.318181818
fermentation,2.583333333
fermented,2.25
fern,1.954545455
ferocious,4.473684211
ferret,2.166666667
ferry,1.35
fertile,2.666666667
fertility,2.321428571
fertilized,2.692307692
fertilizer,2.6
fertilizers,2.904761905
fervor,2.5625
fester,1.857142857
festival,2.086956522
festivals,2.130434783
festivities,2.777777778
fetch,2.125
fetching,2.6
fetish,2.107142857
feud,3.357142857
feudal,3.8
fever,1.666666667
few,1.538461538
fewer,2.5
fiance,3.681818182
fiancee,3.916666667
fiasco,3.55
fiber,1.592592593
fibers,2.16
fiction,3.045454545
fictional,2.857142857
fictitious,4.230769231
fiddle,2.181818182
fiddler,2.473684211
fiddling,2.107142857
fidelity,3.178571429
field,2.857142857
fielder,2.954545455
fielding,2.583333333
fields,2.461538462
fiend,3.045454545
fierce,3.285714286
fiercely,3.461538462
fiery,2.913043478
fiesta,3.045454545
fife,2.791666667
fifteen,1.958333333
fifth,2.178571429
fifties,2.090909091
fifty,1.916666667
fig,1.695652174
fight,2.041666667
fighter,2.833333333
fighters,3.090909091
fighting,3.592592593
fights,2.857142857
figment,2.47826087
figs,1.954545455
figure,2.407407407
figured,2.944444444
figures,2.727272727
figurines,3.958333333
figuring,2.5
filament,2.315789474
file,1.863636364
filed,2.388888889
files,1.826086957
filing,2.347826087
fill,1.277777778
filled,2.115384615
filler,1.875
filling,1.913043478
fillings,1.863636364
fills,1.392857143
film,1.807692308
film's,1.884615385
filmed,2.363636364
filming,2.185185185
films,1.185185185
filter,1.37037037
filtered,1.666666667
filtering,2.130434783
filters,2.095238095
filth,2.115384615
filthy,2.5
filtration,2.166666667
fin,1.307692308
final,1.807692308
finale,2.875
finalist,2.260869565
finally,2
finals,1.583333333
finance,2.375
financed,2.36
finances,2.230769231
financial,2.75
financially,2.807692308
financing,3.04
finch,1.64
